Tick,StoppedRobots,AvgDistance
1332,39,2.05809
1333,39,2.05921
1334,41,2.05996
1335,41,2.06063
1336,40,2.0613
1337,42,2.06198
1338,40,2.06249
1339,39,2.06292
1340,38,2.06324
1341,38,2.06357
1342,40,2.06453
1343,38,2.06601
1344,38,2.06676
1345,41,2.06708
1346,41,2.06739
1347,40,2.06797
1348,42,2.06873
1349,40,2.06938
1350,40,2.07005
1351,39,2.07076
1352,39,2.07149
1353,41,2.07273
1354,39,2.07457
1355,38,2.07583
1356,41,2.07645
1357,41,2.07704
1358,40,2.07798
1359,42,2.0791
1360,40,2.0801
1361,40,2.08111
1362,39,2.08216
1363,39,2.08324
1364,41,2.0847
1365,39,2.08657
1366,38,2.08811
1367,42,2.08907
1368,42,2.09009
1369,41,2.09143
1370,43,2.09283
1371,41,2.09403
1372,41,2.09462
1373,40,2.09504
1374,40,2.09539
1375,42,2.09595
1376,40,2.09687
1377,38,2.09754
1378,41,2.09771
1379,41,2.09781
1380,40,2.09808
1381,42,2.09834
1382,40,2.09825
1383,40,2.09809
1384,39,2.09789
1385,39,2.09765
1386,41,2.09756
1387,39,2.09792
1388,38,2.09793
1389,41,2.09755
1390,41,2.0973
1391,40,2.09747
1392,42,2.09786
1393,40,2.09775
1394,40,2.09772
1395,39,2.09772
1396,39,2.09765
1397,41,2.09793
1398,39,2.09873
1399,38,2.09903
1400,41,2.09887
1401,41,2.09895
1402,40,2.09948
1403,42,2.10021
1404,40,2.10046
1405,40,2.10081
1406,39,2.10127
1407,39,2.10156
1408,41,2.10222
1409,39,2.10331
1410,38,2.10394
1411,41,2.10412
1412,41,2.10448
1413,40,2.10538
1414,42,2.10624
1415,40,2.10684
1416,39,2.10772
1417,38,2.10859
1418,38,2.10959
1419,40,2.11116
1420,39,2.11323
1421,39,2.11471
1422,42,2.11532
1423,42,2.11607
1424,41,2.11769
1425,43,2.11989
1426,42,2.12059
1427,41,2.12102
1428,40,2.12159
1429,40,2.1221
1430,41,2.12314
1431,39,2.12475
1432,39,2.12604
1433,42,2.12649
1434,42,2.12682
1435,41,2.12797
1436,43,2.12919
1437,42,2.12923
1438,41,2.12928
1439,40,2.12921
1440,40,2.12908
1441,41,2.12954
1442,38,2.13092
1443,38,2.13124
1444,41,2.13105
1445,41,2.1309
1446,39,2.13179
1447,41,2.13284
1448,40,2.13325
1449,39,2.13356
1450,38,2.134
1451,38,2.1345
1452,40,2.13513
1453,36,2.13604
1454,36,2.13629
1455,39,2.13636
1456,40,2.13638
1457,37,2.13658
1458,39,2.1368
1459,39,2.13673
1460,38,2.13553
1461,38,2.13438
1462,38,2.13374
1463,42,2.13364
1464,39,2.13381
1465,39,2.13361
1466,42,2.13311
1467,44,2.13271
1468,41,2.13265
1469,42,2.13265
