Tick,StoppedRobots,AvgDistance
1153,86,1.61077
1154,84,1.61028
1155,88,1.60993
1156,84,1.60968
1157,84,1.60926
1158,91,1.60888
1159,86,1.6086
1160,85,1.60831
1161,88,1.6081
1162,92,1.60798
1163,92,1.60789
1164,86,1.60781
1165,84,1.6077
1166,88,1.60777
1167,84,1.60794
1168,84,1.60793
1169,91,1.60784
1170,86,1.60795
1171,85,1.60804
1172,88,1.60823
1173,92,1.60841
1174,92,1.60857
1175,86,1.60863
1176,85,1.60864
1177,89,1.60882
1178,85,1.6093
1179,85,1.60969
1180,92,1.60998
1181,87,1.61021
1182,86,1.61061
1183,89,1.611
1184,93,1.61141
1185,93,1.61174
1186,86,1.61191
1187,85,1.6118
1188,88,1.61154
1189,85,1.61148
1190,85,1.61137
1191,92,1.61117
1192,87,1.61119
1193,86,1.61114
1194,89,1.61104
1195,93,1.61086
1196,93,1.61053
1197,86,1.61025
1198,86,1.6097
1199,88,1.60906
1200,85,1.60863
1201,85,1.60818
1202,92,1.60771
1203,87,1.60721
1204,87,1.60674
1205,90,1.60628
1206,94,1.60591
1207,94,1.60559
1208,87,1.60527
1209,87,1.60476
1210,89,1.60425
1211,86,1.60389
1212,86,1.60354
1213,93,1.60326
1214,87,1.60298
1215,87,1.60251
1216,90,1.60201
1217,94,1.6017
1218,94,1.60144
1219,87,1.60118
1220,87,1.60077
1221,89,1.60055
1222,86,1.60029
1223,86,1.6
1224,93,1.59976
1225,88,1.59955
1226,88,1.5992
1227,91,1.59884
1228,96,1.59866
1229,96,1.59852
1230,89,1.5985
1231,89,1.59843
1232,91,1.59844
1233,88,1.59839
1234,88,1.59831
1235,94,1.59829
1236,89,1.59835
1237,89,1.59849
1238,91,1.59859
1239,96,1.59848
1240,96,1.59835
1241,89,1.59833
1242,89,1.59817
1243,91,1.59819
1244,88,1.5981
1245,88,1.598
1246,94,1.59799
1247,89,1.59806
1248,89,1.59821
1249,91,1.5983
1250,96,1.59826
1251,96,1.59826
1252,89,1.59826
1253,89,1.59808
1254,91,1.59797
1255,88,1.5978
1256,88,1.59768
1257,94,1.5976
1258,89,1.59762
1259,89,1.59768
1260,91,1.59776
1261,96,1.59777
1262,96,1.59777
1263,89,1.59777
1264,89,1.59759
1265,91,1.5974
1266,87,1.59727
1267,88,1.59723
1268,94,1.59721
1269,89,1.5972
1270,89,1.59727
1271,91,1.59735
1272,96,1.59735
1273,96,1.59735
1274,89,1.59736
1275,89,1.59737
1276,92,1.59731
1277,87,1.59731
1278,87,1.59726
1279,93,1.5971
1280,88,1.59695
1281,88,1.59685
1282,90,1.59672
1283,95,1.59649
1284,95,1.59629
1285,88,1.59608
1286,88,1.59592
1287,91,1.5957
1288,86,1.59582
1289,86,1.59589
1290,91,1.59598
1291,86,1.59627
1292,86,1.59667
1293,88,1.59715
1294,93,1.59754
1295,93,1.59794
1296,86,1.59837
1297,86,1.59885
1298,90,1.59927
1299,85,1.59959
1300,85,1.59996
1301,90,1.6004
1302,85,1.60081
1303,85,1.60126
1304,87,1.60176
1305,92,1.60221
1306,92,1.60271
1307,86,1.60325
1308,86,1.60393
1309,89,1.60446
1310,85,1.6049
1311,85,1.60534
1312,91,1.60582
1313,86,1.60627
1314,86,1.60665
1315,88,1.60703
1316,93,1.60737
1317,92,1.60798
1318,85,1.6087
1319,86,1.60926
1320,89,1.60994
1321,85,1.61054
1322,84,1.61112
1323,90,1.61163
1324,85,1.61202
1325,85,1.61256
1326,87,1.61305
1327,92,1.61345
1328,92,1.61385
1329,85,1.61427
1330,86,1.61473
1331,89,1.61521
1332,85,1.61566
1333,84,1.61611
1334,90,1.61652
1335,85,1.61687
1336,86,1.6174
1337,88,1.61798
1338,93,1.61831
1339,93,1.61859
1340,86,1.61889
1341,87,1.61921
1342,90,1.61956
1343,86,1.61988
1344,85,1.6202
1345,91,1.62044
1346,85,1.62062
1347,85,1.62118
1348,87,1.62184
1349,92,1.62242
1350,92,1.62301
1351,85,1.62361
1352,86,1.62424
1353,89,1.62483
1354,85,1.62536
1355,84,1.62585
1356,90,1.62621
1357,85,1.62655
1358,85,1.6271
1359,87,1.62768
1360,92,1.62818
1361,92,1.62869
1362,85,1.62911
1363,87,1.62957
1364,90,1.63004
1365,86,1.63019
1366,85,1.63023
1367,91,1.63028
1368,86,1.63026
1369,86,1.63026
1370,88,1.63027
1371,93,1.63018
1372,93,1.63001
1373,85,1.62984
1374,87,1.62993
1375,90,1.6301
1376,86,1.63001
1377,85,1.62987
1378,91,1.62976
1379,86,1.62965
1380,86,1.62952
1381,88,1.62942
1382,93,1.62922
1383,93,1.629
1384,85,1.62881
1385,87,1.62888
1386,90,1.629
1387,86,1.62888
1388,85,1.62872
1389,91,1.6286
1390,86,1.62848
1391,86,1.62841
1392,88,1.62838
1393,93,1.62827
1394,93,1.62816
1395,85,1.62785
1396,87,1.62776
1397,90,1.62772
1398,86,1.62747
1399,85,1.62719
1400,92,1.62693
1401,87,1.62664
1402,87,1.62641
1403,89,1.6262
1404,94,1.62586
1405,94,1.62558
1406,86,1.6253
1407,88,1.62529
1408,91,1.62536
1409,87,1.62521
1410,85,1.62506
1411,91,1.62494
1412,86,1.62485
1413,86,1.62473
1414,88,1.62457
1415,93,1.62431
1416,93,1.62398
1417,85,1.62362
1418,87,1.62342
1419,90,1.62332
1420,86,1.62307
1421,86,1.62287
1422,92,1.62263
1423,87,1.62264
1424,87,1.62274
1425,89,1.62287
1426,94,1.62292
1427,94,1.62297
1428,86,1.62303
1429,88,1.62333
1430,91,1.62344
1431,86,1.62351
1432,86,1.62336
1433,92,1.62322
1434,87,1.62329
1435,87,1.62346
1436,89,1.62357
1437,94,1.62359
1438,94,1.62346
1439,86,1.62329
1440,88,1.62314
1441,91,1.62305
1442,86,1.6229
1443,86,1.62244
1444,92,1.62198
1445,87,1.62174
1446,87,1.62152
1447,89,1.62121
1448,94,1.62079
1449,94,1.62038
1450,86,1.61997
1451,88,1.61959
1452,91,1.61921
1453,86,1.61882
1454,86,1.61845
1455,92,1.6181
1456,87,1.61779
1457,87,1.61753
1458,89,1.61728
1459,94,1.61696
1460,94,1.61663
1461,86,1.61629
1462,88,1.61598
1463,91,1.61566
1464,86,1.61541
1465,86,1.61518
1466,92,1.61503
1467,87,1.61496
1468,87,1.61499
1469,89,1.61509
1470,94,1.61513
1471,94,1.61517
1472,86,1.6152
1473,88,1.61524
1474,92,1.6153
1475,87,1.61536
1476,87,1.61546
1477,93,1.61559
1478,88,1.61574
1479,88,1.61596
1480,90,1.61615
1481,95,1.61628
1482,95,1.61641
1483,87,1.61651
1484,88,1.61666
1485,92,1.61677
1486,87,1.61689
1487,87,1.61703
1488,93,1.61716
1489,88,1.61737
1490,88,1.61764
1491,90,1.61785
